Link,Price,Address,Broker Name,Broker Phone Number,Brokerage Company,Brokerage Address,Brokerage Phone Number,Brokerage Website,MLS Number,Property Description,Location Description,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Space,Time on Realtor,Bedrooms Above Grade,Bedrooms Below Grade,Bathrooms,Features,Cooling,Heating,Exterior Finish,Storeys,Land Size,Parking Type,Appliances Included,Flooring,Basement Features,Basement Type,Building Amenities,Pool Type,Foundation Type,Style,Utility Sewer,Water,Land Frontage,Land Depth
https://www.realtor.ca/real-estate/27238178/2812-403-church-street-toronto-c08-church-yonge-corridor,1059999,"2812 - 403 CHURCH STREET, Toronto C08, Ontario M4Y0C9",SONIA CHUN,905-305-1600,HOMELIFE LANDMARK REALTY INC.,"7240 WOODBINE AVE UNIT 103
MARKHAM, Ontario L3R1A4",905-305-1600,http://www.homelifelandmark.com/,MLS? Number: C9234181,"Welcome To The Stanley Condo, Featuring 3 bedrooms, and 2 bathrooms with 1 PARKING spot & 1 Locker, The Unit is for Sale! Stunning SE exposure with unobstructed views of CN tower, Lake, and the whole City Centre. Oversized Living Area of 957 sqft Wrap Around by A Large 256 sqft Balcony. 3 Full-sized Bedrooms with Master Ensuite W/ 9 ft Floor-to Ceiling Windows Throughout. Modern Open Concept Kitchen Combined W/Living And Dining, Covered With Curved Full-length Windows All The Way On The Exterior Walls With Experience Of City and CN Tower Views. Experience the unique culture of Church Street with its popular bars and restaurants, walking distance to subway/street car, Eaton Centre, University of Toronto, Ryerson/Toronto Metropolitan University, Restaurants And More! You Can Enjoy The City Life, Tons Of Sunlight, Never rented! Just like brand new! **** EXTRAS **** S/S Fridge, S/S Stove, B/I Dishwasher, B/I Microwave, Front Loading Washer & Dryer, All Existing Electrical Light Fixtures And All Existing Window Coverings. One Parking & One Locker. (36472359)",Church & Carlton St,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,4683.92,,11 days,3,,2,"Balcony, In suite Laundry","Central air conditioning, Ventilation system",Forced air (Natural gas),Concrete,,,Underground,,,,,"Party Room, Exercise Centre, Visitor Parking, Security/Concierge, Fireplace(s), Storage - Locker",Outdoor pool,Poured Concrete,,,,,
https://www.realtor.ca/real-estate/27238046/203-115-mcmahon-drive-toronto-c15-bayview-village,769000,"203 - 115 MCMAHON DRIVE, Toronto C15, Ontario M2K0E3",VIVIANA YE,416-883-3888,PROMPTON REAL ESTATE SERVICES CORP.,"1 SINGER COURT
TORONTO, Ontario M2K1C5",416-883-3888,,MLS? Number: C9234096,"Welcome To This Beautiful 2Br Suite In The Prestigious Bayview Village Area; This Corner Unit Features 9-Ft Ceilings, Large Spanning Balcony And Fills With Natural Light Throughout The Day. A Modern Kitchen With Integrated Appliances, Quartz Countertop, And Cabinet Organizers; A Spa-Like Bath With Marble Tiles; Conveniently Located At Leslie And Sheppard, Walking Distance To 2 Subway Stations. Oriole Go Train Station Nearby. Easy Access To Hwys 401, 404 & DVP. Close To Bayview Village, Fairview Mall, NY General Hospital, IKEA, And More. Premium Amenities Include Indoor Swimming Pool, Tennis Court, Full Basketball Court, Gym, Bowling Lanes, Pet Spa, And More. **** EXTRAS **** Built In Fridge, SS Oven, SS Microwave, SS Hood Range, High Capacity Washer/Dryer, all ELF and Window Coverings. (36472142)",Lesile/Sheppard,Single Family,Apartment,Bayview Village,Condominium/Strata,2738.38,,11 days,2,,2,"Balcony, Carpet Free, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Range, Oven - Built-In, Garage door opener remote(s)",,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27238042/1510-125-western-battery-road-toronto-c01-niagara,855000,"1510 - 125 WESTERN BATTERY ROAD, Toronto C01, Ontario M6K3R8",KATHLEEN XIE,905-300-9600,VIP REALTY GROUP INC.,"2875 14TH AVE #206
MARKHAM, Ontario L3R5H8",905-300-9600,,MLS? Number: C9234078,"Luxury living at the tower in liberty village. Spacious 2 bedroom + den corner plan with sunny south-west lake views! Fantastic & functional split bedroom design. Here is your opportunity to come home after a long day at work and relax with the scenic sunsets or be ready to stroll out to all the benefits that liberty village has to offer. Modern kitchen with stylish cabinetry, breakfast bar, stone counters& high end appliances that make this gourmet kitchen a chef's dream. Amazing integrated community with everything you need - metro, restaurants, shops, cafes, ttc + easy access to gardiner... **** EXTRAS **** french door style fridge w/ice maker + two drawers, induction stove, microwave, dishwasher, full sized front load washer+dryer, custom closets + roll out shelves, window coverings, light fixtures. one parking and one locker. (36472120)",King/Strachan,Single Family,Apartment,Niagara,Condominium/Strata,3390.47,,11 days,2,1,2,Balcony,Central air conditioning,Heat Pump (Natural gas),Concrete,,,Underground,,Laminate,,,"Exercise Centre, Party Room, Visitor Parking, Security/Concierge, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27238043/3805-16-harbour-street-toronto-c01-waterfront-communities-c1,859900,"3805 - 16 HARBOUR STREET, Toronto C01, Ontario M5J2Z7",AL DAIMEE,416-737-5612,ROYAL LEPAGE SIGNATURE REALTY,"495 WELLINGTON ST W #100
TORONTO, Ontario M5V1G1",416-205-0355,,MLS? Number: C9234083,"The formula for success is combining the ideal location with a gorgeous view, a smartly efficient 2 bedroom, 2 full bathroom layout and a full selection of amenities for everyone to enjoy. Well, you just found it right here at Pinnacle Centre's Success Tower! This 800sq.ft. North-East corner unit offers up plenty of natural sunlight thanks to floor to ceiling windows in every room. The modern kitchen has plenty of storage and upgraded premium Bosch stainless steel appliances, including a gas stove cooktop, that will awaken the chef within! Relax in spa-like fashion with the en-suite jacuzzi tub before curling up in bed with a view of the city lights and CN Tower. If you have an active lifestyle, the 4 tower Pinnacle Centre's shared amenities will give you plenty of activities to choose from to stay fit, such as squash and tennis courts, a 70' indoor lap pool, exercise and weight rooms, yoga room and a putting green. Head down to the waterfront to run or bike along the shoreline trail then relax while soaking in some rays at the beach! Getting around the city doesn't get much easier when you are situated within walking distance to EVERYTHING! Food, culture, sporting venues, attractions and the financial district's underground PATH network are all close by to this prime location. Need to go further? No problem! The subway, bus terminal and train station are just a few minutes walk away. **** EXTRAS **** Includes 1 parking + 1 oversized 7' x 10' locker directly accessed via parking. Convenient for storing sporting equipment, seasonal goods like camping gear, winter tires, multiple bikes or to simply keep your home looking clutter-free! (36472126)",Bay/Lake Shore,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,3698.04,,11 days,2,,2,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Hardwood, Tile, Carpeted",,,"Exercise Centre, Party Room, Storage - Locker",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27238036/290-westmount-avenue-toronto-c03-oakwood-village,1469999,"290 WESTMOUNT AVENUE, Toronto C03, Ontario M6E3N1",ALEJANDRO BAEZ,416-909-5748,RE/MAX ULTIMATE REALTY INC.,"1192 ST. CLAIR AVE WEST
TORONTO, Ontario M6E1B4",416-656-3500,http://www.remaxultimate.com/,MLS? Number: C9234048,"Discover this stunning modern detached home, perfect for families and investors alike. This property boasts three spacious bedrooms and three upgraded bathrooms, offering ample space and comfort. Key Features: Grand Living Room: Enjoy a bright and airy living space, ideal for relaxation and entertainment.Dining Room: A perfect setting for family meals and gatherings.Excellent Kitchen: Equipped with a quartz countertop, superb cabinetry, and stainless steel appliances, this kitchen is a chef's dream. Hardwood Flooring: Beautiful hardwood floors extend throughout the home, adding warmth and elegance.Wainscoting Panels: These classic design elements add a touch of sophistication.Finished Basement: Two Separate Entrances: Providing flexibility and convenience.Second Kitchen: Ideal for extended family living or potential rental income.Location Highlights: Vibrant St. Clair Ave. Situated in a lively area filled with coffee shops, restaurants, and boutique shops.Easy Access to TTC Transit: Ensuring convenient travel and connectivity. This property is not just a home but a lifestyle choice, combining modern amenities with a prime location. Don't miss this opportunity to own a piece of vibrant St. Clair Ave living! **** EXTRAS **** Click on additional pictures for 3D tour of the property (36472084)",St Clair and Dufferin,Single Family,House,Oakwood Village,Freehold,4484.02,,11 days,3,1,3,"Sump Pump, In-Law Suite",Wall unit,Hot water radiator heat (Natural gas),Brick,2,25 x 94.5 FT,Detached Garage,"Dishwasher, Dryer, Refrigerator, Stove, Washer","Hardwood, Vinyl","Separate entrance, Walk out",N/A (Finished),,,Concrete,Detached,Sanitary sewer,Municipal water,25 ft,94 ft
https://www.realtor.ca/real-estate/27238038/4910-197-yonge-street-toronto-c08-church-yonge-corridor,659000,"4910 - 197 YONGE STREET, Toronto C08, Ontario M5B1M4",LENA ZHOU,888-884-0105,RE/MAX ELITE REAL ESTATE,"165 EAST BEAVER CREEK RD #18
RICHMOND HILL, Ontario L4B2N2",888-884-0105,,MLS? Number: C9234052,"Immerse yourself in the breathtaking, unobstructed views from this exquisite 3-year new 1 bedroom + den unit at Massey Tower. Located at Toronto downtown core area at Dundas & Yonge. Enjoy the spacious open-concept layout with 9-foot ceilings and floor-to-ceiling windows that fill the space with natural light. Large 1 bedroom + den unit with 645 sqft, and also large balcony. The modern kitchen is a culinary masterpiece featuring stylish cabinetry that radiates sophistication. Two double-door large-size custom-built closets add to the unit's functionality. Den can be easily convent to the second bedroom. Excellent with transit/walk score 100/100. Steps to Queen Subway Station, St Michael's Hospital, Eaton Centre, Dundas Square, Nathan Philips Square, Massey Hall, City Hall, Financial District, Toronto Metropolitan (Ryerson) University, U of T, supermarkets, shopping, dining & much more! **** EXTRAS **** World class amenities including roof top deck/garden, fitness centre, steam room, sauna, piano bar, cocktail lounge & party room. 24-hr concierge & security system (36472090)",Dundas & Yonge,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,3072.32,0,11 days,1,1,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,,"Dishwasher, Dryer, Hood Fan, Microwave, Oven, Stove, Washer, Window Coverings",Laminate,,,"Exercise Centre, Recreation Centre, Party Room, Sauna, Storage - Locker, Security/Concierge",,,,,,,
https://www.realtor.ca/real-estate/27238039/1210-30-roehampton-avenue-toronto-c10-mount-pleasant-west,929900,"1210 - 30 ROEHAMPTON AVENUE, Toronto C10, Ontario M4P0B9",ADAM DAVID WEINER,416-545-9151,HARVEY KALLES REAL ESTATE LTD.,"2145 AVENUE ROAD
TORONTO, Ontario M5M4B2",416-441-2888,http://www.harveykalles.com/,MLS? Number: C9234057,"Exactly What You're Looking For In The Gorgeous 30 Roe! Fall In Love With This Stunning Contemporary 2-Bedroom, 2-Bathroom Corner Suite Featuring A Beautifully Laid-Out Floorplan That Will Satisfy Any Occupant! The Open-Concept Living/Dining Room Is Sundrenched From Floor-To-Ceiling Windows And Offers A Walkout To An Exceptionally Large Balcony With Rare Unobstructed Views, Overlooking A Sports Field With A Peak Of Lake View On The Horizon. Perfect For Enjoying The Outdoors And A One Of A Kind View! The Modern Kitchen, Open To The Living Space, Allows You To Prepare Meals And Entertain While Enjoying The Suite's Openness! The Primary Bedroom Offers A Stunning En-Suite Bathroom, A Large Closet And Large Windows, While The Second Bedroom Features Lots Of Natural Light, A Large Closet And Has The Other Full Washroom Right Across The Hall. You'll Never Want To Leave The Building, With Its Exceptional Amenities Including A Gym, Party/Media Room, Private Spinning Studios, Yoga & Pilates Room, Sauna, Courtyard, Rooftop Patio, Outdoor BBQ, Guest Suites, Concierge, And More! With Underground Tunnel At Your Doorstep Leading You To The LRT & TTC (Coming Soon!) You Can Escape The Rain Or Winter On Your Morning Commute In Style! For Those Looking To Enjoy The Vibrant City Lifestyle, Yonge And Eglinton Is The Perfect Spot, Offering Outstanding Restaurants, A Movie Theatre, Book Stores, Shopping, A Great School District (NTCI, Eglinton JRPS, St. Monica + More), Subway/Transit Access, Parks, And Much More To Fulfill Your Everyday Life! This Ones For You - Come And Check It Out! **** EXTRAS **** All Existing Fridge/Freezer, Microwave, Stove/Oven, Dishwasher, Washer, Dryer, All Elfs. (36472096)",YONGE/EGLINTON,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,4270.28,,11 days,2,,2,"Balcony, In suite Laundry",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,Underground,"Dishwasher, Dryer, Freezer, Microwave, Oven, Refrigerator, Stove, Washer",Laminate,,,"Security/Concierge, Exercise Centre, Party Room, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27237885/301-207-galloway-road-toronto-e10-west-hill,377999,"301 - 207 GALLOWAY ROAD, Toronto E10, Ontario M1E4X3",ASHISHKUMAR SHAH,416-833-7172,HOMELIFE/MIRACLE REALTY LTD,"11A-5010 STEELES AVE. WEST
TORONTO, Ontario M9V5C6",416-747-9777,,MLS? Number: E9234030,"Perfect of Investor & First Time Home Buyer, Close to 1000 Square Feet. Neat and Clean & Steps To Transit in a Very Convenient Location! Galloway Public School is walk in distance. Incredible Value in an Area. Convenience Store and Salon in the Building. Nearby Renovated Plazas with Attractive New Stores! Quick & Easy Commute Downtown! Short Walk to Banks, Grocery, Restaurants and More, Not to Mention Beautiful Parks & Walking Trails Close By! **** EXTRAS **** Convenience Store and Beauty Salon in the building. Visitors Parking available. (36471915)",Lawrence Ave E /Galloway Rd,Single Family,Apartment,West Hill,Condominium/Strata,713,,11 days,2,,1,"Conservation/green belt, Balcony, Laundry- Coin operated",,Baseboard heaters (Electric),Brick,,,Underground,"Refrigerator, Stove","Ceramic, Carpeted",,,"Visitor Parking, Exercise Centre",,Poured Concrete,,,,,
https://www.realtor.ca/real-estate/27237886/461-kingswood-road-toronto-e02-east-end-danforth,1149900,"461 KINGSWOOD ROAD, Toronto E02, Ontario M4E3P4",BRENT CRAWFORD,416-699-2992,RE/MAX HALLMARK ESTATE GROUP REALTY LTD.,,416-699-2992,http://www.brentandaudrey.com/,MLS? Number: E9234055,"Charming upper beach 3-bedroom semi with separate entrance to a renovated 7 feet high basement in the Adam Beck school district! Bright open concept layout featuring a practical mudroom entrance, recessed lighting, hardwood floors, pantry, and walkout to a deck and fenced garden! Soundproof shared wall on the second floor. Pretty updated upper bathroom. All bedrooms include closets! Finished basement with separate entrance, recreation room, laundry room/storage, and newly renovated 3-piece bath! Conveniently located near schools, shopping, go train, subway, and the beach! **** EXTRAS **** Incredible family-friendly neighbourhood! Around the corner from Adam Beck P.S. & Malvern C.I., Glen Stewart Ravine, shopping & dining on Kingston Rd, great parks & schools & TTC. A short walk to Queen St E, the beach, lake & boardwalk! (36471941)",Victoria Park & Gerrard,Single Family,House,East End-Danforth,Freehold,4856.81,0,11 days,3,,2,,Wall unit,Radiant heat (Natural gas),Brick,2,20 x 90 FT ; R.O.W (see survey),,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Wood, Hardwood, Tile, Concrete",Separate entrance,N/A (Finished),,,Unknown,Semi-detached,Sanitary sewer,Municipal water,20 ft,90 ft
https://www.realtor.ca/real-estate/27237881/th-49-115-harrison-garden-boulevard-toronto-c14-willowdale-east,1399999,"TH 49 - 115 HARRISON GARDEN BOULEVARD, Toronto C14, Ontario M2N0C9",ROBIN BIAN,905-604-6855,DREAM HOME REALTY INC.,"206 - 7800 WOODBINE AVENUE
MARKHAM, Ontario L3R2N7",905-604-6855,,MLS? Number: C9234041,"**RARE OPPORTUNITY!** Discover this luxurious **CORNER UNIT townhouse** in the heart of North York, masterfully built by Tridel. This expansive 3-bedroom dream home boasts over 2200 sq ft of living space. The modern kitchen is a chef's delight with stainless steel appliances and granite countertops and island tops. The master bedroom features a 4-piece ensuite and two walk-in closets. Enjoy the convenience of a new roof, new AC, and indoor access to the garage. Perfectly positioned just steps away from the subway(5mins), premier shopping, fine dining, fitness centers, top-rated schools, and scenic parks, with swift access to Highway 401 (2mins). **Extremely well maintained with owners love** Seize this exceptional opportunity to own a piece of North York's finest living. **** EXTRAS **** Premium S/S Appliances, Light Fixtures. All Window Coverings. Central Vacuum. Two Parking Spots. (36471922)",Yonge/Sheppard,Single Family,Row / Townhouse,Willowdale East,Condominium/Strata,6656.08,,11 days,3,,3,In suite Laundry,Central air conditioning,Forced air (Natural gas),"Stone, Stucco",3,,Underground,Central Vacuum,"Hardwood, Wood",Walk out,N/A,,,,,,,,
https://www.realtor.ca/real-estate/27237879/683-glencairn-avenue-toronto-c04-englemount-lawrence,3258800,"683 GLENCAIRN AVENUE, Toronto C04, Ontario M6B1Z8",DANIEL TODD FREEMAN,416-937-5556,FREEMAN REAL ESTATE LTD.,"988 BATHURST STREET
TORONTO, Ontario M5R3G6",416-535-3103,,MLS? Number: C9234036,"Luxury Redefined - Newly completed Masterpiece - Lorne Rose Architect Design. Over 3100 SF of finished custom designed elegance on a deep, serene south exposure lot. Contemporary Design + Convenience: Steps to Spadina subway line access, for direct connection to downtown, Union Station, new Eglinton Crosstown, York U, U of T and Toronto Met U, Yorkdale Shopping Centre and conveniently located, a short drive to the 401 and 407 highways. Exceptional craftsmanship and attention to detail throughout. Elevated Ceiling heights w/ extensive high ceilings in basement great room! Beautiful large windows opening the home to daylight on all levels! Wide plank 3/4"""" white oak floors throughout. Spacious gourmet kitchen with designer accents and finishes, integrated appliances, a centre-piece island that incorporates a seamless transition to a grand family room for seamless entertaining and living, anchored by a impressive stone feature wall with a built-in fireplace. Enjoy the intelligent design connecting the indoors to a large deck overlooking the fenced pool-sized south facing backyard. The 2nd level a refined principle suite awaits, complete with a walk-in closet and a lavish ensuite bathroom featuring a pedestal tub, large 2 sink vanity, and a separate glass-enclosed shower. Natural light fills the additional 3 bedrooms, each with ample closet space and designer accents. The finished basement is complete with a massive entertainment centre and walk-out to yard, laundry and an additional full bedroom and bathroom. Prime location walk to subway and superb parks, schools, shopping and many synagogues. **** EXTRAS **** Lorne Rose Architect Design, Kitchen by Duquette. Ready for move-in, newly completed! (36471915)",Glencairn and Bathurst,Single Family,House,Englemount-Lawrence,Freehold,0,,11 days,4,1,5,,Central air conditioning,Forced air (Natural gas),Stucco,2,25 x 131.5 FT,Garage,,"Hardwood, Tile",Walk out,N/A (Finished),,,Unknown,Detached,Sanitary sewer,Municipal water,25 ft,131 ft
https://www.realtor.ca/real-estate/27237870/815-505-richmond-street-w-toronto-c01-trinity-bellwoods,599900,"815 - 505 RICHMOND STREET W, Toronto C01, Ontario M5V0P4",JENNIFER SEAH,905-947-1960,VERTICAL MARKETING REALTY,"2875 14TH AVE #206
MARKHAM, Ontario L3R5H8",905-947-1960,,MLS? Number: C9234005,"Most Desirable Neighborhood! Cozy 1 Bed unit. Hardwood Flooring Throughout, Large window for Living and Bedroom. Kitchen/Dining comes with Centre Island. Stunning amenities, Steps to TTC, Urban Conveniences, Restaurants, much more! First European-Style Food Hall now open!**** EXTRAS ****Built-In Fridge, Stainless Steel Oven & Cooktop, Built-In Dishwasher, Microwave; Washer & Dryer, All Window Coverings, All Light Fixtures. Food Hall Now Open! (36471875)",RICHMOND ST W/ BRANT ST,Single Family,Apartment,Trinity-Bellwoods,Condominium/Strata,2482,0,11 days,1,,1,Balcony,Central air conditioning,Forced air (Electric),Concrete,,,,,Laminate,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking",,,,,,,
https://www.realtor.ca/real-estate/27237745/409-130-canon-jackson-drive-toronto-w04-beechborough-greenbrook,499999,"409 - 130 CANON JACKSON DRIVE, Toronto W04, Ontario M6M0B8",HARRY RAISINGHANI,905-456-1010,RE/MAX GOLD REALTY INC.,"2720 NORTH PARK DRIVE #201
BRAMPTON, Ontario L6S0E9",905-456-1010,,MLS? Number: W9233980,"BIGGEST CORNER PENTHOUSE CONDO!!! Experience The Allure Of This Stunning & Largest Corner Penthouse, Boasting The Largest 3-Bed, 2-Bath Floor Plan Spanning 999 Sq Ft Of Exquisite Interior Space,Complemented By Exterior Spave 2 Balconies Totaling 147 Sq Ft = Total Space or Area including Balcony is 1146 Sq Ft. Embrace The Seamless Flow Of Its Open-Concept Kitchen, Living, And Dining Area, Complete With A Versatile Kitchen Island That Doubles As A Breakfast Bar!! Enjoy The Convenience Of Branded Stainless Steel AppliancesFridge, Stove, Dishwasher, Chimney Alongside A White Stacked Washer-Dryer For Space-Saving Efficiency!! Whether You're Seeking A Lucrative Investment Opportunity With Positive CashFlow From Its Three Bedrooms Or Envisioning It As Your Own Personal Sanctuary, This Residence Promises Both Practicality And Luxury!! Take In Breathtaking Views Of The Vibrant Keelesdale Community From TheBalcony, Adding A Touch Of Tranquility To Your Daily Routine!! Located Mere Steps From Keele St AndEglinton Ave, And Just A Brief 6-Minute Walk To The Eglinton LRT, Convenience Meets Connectivity With Easy Access To Walking Trails, Cycling Paths, And A Brand-New City Park!! Indulge In The Exclusive Amenities Of A Dedicated 2-Storey Building Offering A Fitness Centre, Party Room, Co-Working Space, BBQArea, Pet Wash Station, And Gardening Plots, An Oasis Within Reach!! For Added Convenience, YorkdaleShopping Centre Beckons Just Minutes Away By Car, Providing An Array Of High-End Retailers, CasualDining Options, And Entertainment Venues In A Modern, Vibrant Setting!! Highlighting Its Unique SellingProposition Are Dual Balconies Ensuring Optimal Cross-Ventilation, With One Bathroom Featuring AStanding Shower And The Other A Soothing Bathtub - An Embodiment Of Modern Comfort And Style!! MakeThis Beautiful Property Your Home - Welcome To Daniels Keelesdale Community - Daniels First HomeCommunity Biggest & The Best Condo With Optimal Utilization of Living Space!! **** EXTRAS **** Pent House Top Most Floor with Unobstucted And Mesmerising Views! Promises Both Practicality And Luxury!! Take In Breathtaking Views Of The Vibrant Keelesdale Community From The Balcony, Adding A Touch Of Tranquility To Your Daily Routine! (36471725)",Keele / Eglinton,Single Family,Apartment,Beechborough-Greenbrook,Condominium/Strata,3219.94,,11 days,3,,2,"Balcony, Carpet Free",Central air conditioning,Baseboard heaters (Electric),"Brick, Steel",,,Underground,"Water Heater, Intercom, Garage door opener remote(s)","Hardwood, Tile",,,"Recreation Centre, Exercise Centre, Party Room, Visitor Parking, Separate Electricity Meters, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27237709/1-lyncroft-drive-toronto-e08-guildwood,899000,"1 LYNCROFT DRIVE, Toronto E08, Ontario M1E1X6",DARYL KING,905-907-5464,RE/MAX HALLMARK REALTY LTD.,"9555 YONGE STREET #201
RICHMOND HILL, Ontario L4C9M5",905-883-4922,,MLS? Number: E9233918,"This beautiful, fully renovated bungalow is in the prestigious, high-demand Guildwood Village neighbourhood. It's within walking distance to Lake Ontario, the waterfront trail, schools, a library, a shopping plaza, and the GO Train. The home features original hardwood floors, an open concept living room, and a formal dining room. It has updated windows, a new roof, soffits, eaves (2022), and a custom kitchen with Corian countertops and new appliances. A separate side entrance leads to a finished basement with a brand-new washer and dryer. The large rec room is ideal for entertaining guests or an in-law suite with a kitchenette layout in place. The spacious front and backyard will please any buyer. **** EXTRAS **** Elf's, Updated Windows, S/S Fridge, S/S Stove, B/I Dish Washer, Ceramic Floor,Renovated Bathrooms,New W/D,Renovated Kitchen w/ Corian Countertop, Hardwood Flr, Sep Entrance to Basement, Carport W/Storage Loft, Gb+E, Cac, Hwt, Brker Switches (36471627)",Kingston / Galloway Rd & Guildwood Pkwy,Single Family,House,Guildwood,Freehold,3970.9,,11 days,3,2,2,In-Law Suite,Central air conditioning,Forced air (Natural gas),Brick,1,52 x 117 FT,Carport,,"Hardwood, Ceramic, Laminate",Separate entrance,N/A (Finished),,,Concrete,Detached,Septic System,Municipal water,52 ft,117 ft
https://www.realtor.ca/real-estate/27237705/1101-35-hollywood-avenue-toronto-c14-willowdale-east,678000,"1101 - 35 HOLLYWOOD AVENUE, Toronto C14, Ontario M2N0A9",TONY XU,416-222-2600,RE/MAX REALTRON REALTY INC.,"182 SHEPPARD AVENUE WEST
TORONTO, Ontario M2N1M8",416-222-2600,,MLS? Number: C9233998,"Luxury Pearl Condo In The Heart Of North York. Unobstructed Panoramic East view! Spacious Living &Dining Area. W/O To Large Balcony From Both Living Room And Bedroom. Renovated Kitchen W/Granite Counter Top & S/S appliances, Laminate Floors Throughout. Absolutely Turn Key Unit. Steps To 2Subway Stations, Empress Walk Mall, Loblaw's, Cineplex, Mel Lastman's Square, North York Civic Centre, Library, Restaurants, Whole Foods, Hwy 401, & Etc. Top Art School Network In The Neighborhood. **** EXTRAS **** All Elf's, Stainless Steel Fridge, Stove, Dishwasher, Range Hood. Washer and Dryer, Existingwindow coverings. (36471703)",Yonge / Sheppard,Single Family,Apartment,Willowdale East,Condominium/Strata,2265.2,,11 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,"Laminate, Tile",,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27237701/1003-360-bloor-street-e-toronto-c09-rosedale-moore-park,1485000,"1003 - 360 BLOOR STREET E, Toronto C09, Ontario M4W3M3",VERA GYENES,416-487-4311,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,"4025 YONGE STREET SUITE 103
TORONTO, Ontario M2P2E3",416-487-4311,,MLS? Number: C9233957,"Completely Renovated Apartment. White Kitchen Cabinetry, 2 Renovated Washrooms, Hardwood Floors Throughout. Terrace With Unobstructed Views Looking Over Rosedale Valley. Very Quiet Apartment. Pot Lights, Heated Floor In Washrooms. Remote Electric Blinds In The Living Room And Master Bedroom. Eat In Kitchen. With Locker (second Floor,#22) And Parking (B-20). **** EXTRAS **** S/S Fridge, Stove, Dishwasher, Microwave, Wine Fridge, Window Coverings, Electric Light Fixtures, Washer & Dryer, Remote For Living And Bedroom. (36471658)",Bloor & Mt Pleasant,Single Family,Apartment,Rosedale-Moore Park,Condominium/Strata,5028.48,,11 days,2,,2,Balcony,Central air conditioning,Heat Pump (Electric),Brick,,,Underground,,Hardwood,,,"Car Wash, Security/Concierge, Recreation Centre, Exercise Centre, Party Room, Storage - Locker",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27237704/4408-2221-yonge-street-toronto-c10-mount-pleasant-west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.ca/real-estate/27237698/1609-23-lorraine-drive-toronto-c07-willowdale-west,749000,"1609 - 23 LORRAINE DRIVE, Toronto C07, Ontario M2N6Z6",MARK TANG,905-667-8377,KING BLUE REALTY INC.,"8300 WOODBINE AVE #100Q
MARKHAM, Ontario L3R9Y7",905-667-8377,,MLS? Number: C9233946,"Welcome to 23 Lorraine Dr, Unit 1609. Large 2 Bedroom unit with den. Recently renovated in 2022. New Kitchen Countertops, New Flooring In Kitchen And Bathrooms, New Backsplash, New Faucet. Over 800Sqft, 2 Bedroom Plus Den, And 2 Full Baths. All Utilities Are Included. Includes 1 Parking Spot And 1 Locker. Walking Distance To Restaurants, Shops, Short walk to Finch Subway Station. Convenient Location! (36471644)",Yonge/Finch,Single Family,Apartment,Willowdale West,Condominium/Strata,2675.18,,11 days,2,1,2,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Oven, Range, Refrigerator, Washer",,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Indoor pool,,,,,,
